API,Formation,SS,MD,Observation number
25/11-18,Grid Mb. Top,-1414.88,1437,1
25/11-18,SHETLAND GP. Top,-1811.83,1834,1
25/11-18,Ekofisk Fm. Top,-1811.83,1834,1
25/11-18,Hod Fm. Top,-1842.83,1865,1
25/11-18,Tor Fm. Top,-1827.83,1850,1
25/11-18,ROGALAND GP. Top,-1651.84,1674,1
25/11-18,Balder Fm. Top,-1651.84,1674,1
25/11-18,Heimdal Fm. Top,-1719.84,1742,1
25/11-18,Lista Fm. Top,-1775.84,1798,1
25/11-18,Sele Fm. Top,-1667.84,1690,1
25/11-18,Vaale Fm. Top,-1784.84,1807,1
25/11-18,NORDLAND GP. Top,-128,150,1
25/11-18,Utsira Fm. Top,-641.97,664,1
25/11-18,HORDALAND GP. Top,-788.97,811,1
25/11-18 T2,Grid Fm. Top,-1414.65,1437,1
25/11-18 T2,SHETLAND GP. Top,-1810.61,1834,1
25/11-18 T2,Ekofisk Fm. Top,-1810.61,1834,1
25/11-18 T2,Hod Fm. Top,-1841.6,1865,1
25/11-18 T2,Tor Fm. Top,-1826.6,1850,1
25/11-18 T2,ROGALAND GP. Top,-1650.63,1674,1
25/11-18 T2,Balder Fm. Top,-1650.63,1674,1
25/11-18 T2,Heimdal Fm. Top,-1718.61,1742,1
25/11-18 T2,Lista Fm. Top,-1671.63,1695,1
25/11-18 T2,Lista Fm. Top,-1774.61,1798,2
25/11-18 T2,Sele Fm. Top,-1666.63,1690,1
25/11-18 T2,Vaale Fm. Top,-1783.61,1807,1
25/11-18 T2,NORDLAND GP. Top,-128,150,1
25/11-18 T2,Utsira Fm. Top,-641.97,664,1
25/11-18 T2,HORDALAND GP. Top,-788.97,811,1
25/11-18 T2,Skade Fm. Top,-788.97,811,1
25/11-19 S,Hermod Mb. Top,-1740.14,1897,1
25/11-19 S,Skade Mb. Top,-737.99,763,1
25/11-19 S,Statfjord Fm. Top,-1980.56,2200,1
25/11-19 S,VIKING GP. Top,-1954.83,2168,1
25/11-19 S,Draupne Fm. Top,-1954.83,2168,1
25/11-19 S,CROMER KNOLL GP. Top,-1929.97,2137,1
25/11-19 S,SHETLAND GP. Top,-1856.76,2045,1
25/11-19 S,Ekofisk Fm. Top,-1856.76,2045,1
25/11-19 S,Hod Fm. Top,-1888.46,2085,1
25/11-19 S,Tor Fm. Top,-1860.71,2050,1
25/11-19 S,ROGALAND GP. Top,-1657.69,1792,1
25/11-19 S,Balder Fm. Top,-1689.96,1833,1
25/11-19 S,Lista Fm. Top,-1818.08,1996,1
25/11-19 S,Sele Fm. Top,-1809.42,1985,1
25/11-19 S,Intra Balder Fm. Sst. Top,-1682.11,1823,1
25/11-19 S,NORDLAND GP. Top,-129,154,1
25/11-19 S,Utsira Fm. Top,-571.99,597,1
25/11-19 S,HORDALAND GP. Top,-737.99,763,1
25/11-19 SR,Statfjord Fm. Top,-2175,2200,1
25/11-19 SR,VIKING GP. Top,-2143,2168,1
25/11-19 SR,Draupne Fm. Top,-2143,2168,1
25/11-19 SR,CROMER KNOLL GP. Top,-2112,2137,1
25/11-19 SR,SHETLAND GP. Top,-2020,2045,1
25/11-19 SR,Ekofisk Fm. Top,-2020,2045,1
25/11-19 SR,Hod Fm. Top,-2060,2085,1
25/11-19 SR,Tor Fm. Top,-2025,2050,1
25/11-19 SR,ROGALAND GP. Top,-1767,1792,1
25/11-19 SR,Balder Fm. Top,-1767,1792,1
25/11-19 SR,Balder Fm. Top,-1808,1833,2
25/11-19 SR,Lista Fm. Top,-1971,1996,1
25/11-19 SR,Hermod Fm. Top,-1866,1891,1
25/11-19 SR,Hermod Fm. Top,-1872,1897,2
25/11-19 SR,Sele Fm. Top,-1840,1865,1
25/11-19 SR,Sele Fm. Top,-1868,1893,2
25/11-19 SR,Sele Fm. Top,-1960,1985,3
25/11-19 SR,Intra Balder Fm. Sst. Top,-1798,1823,1
25/11-19 SR,NORDLAND GP. Top,-129,154,1
25/11-19 SR,Utsira Fm. Top,-572,597,1
25/11-19 SR,HORDALAND GP. Top,-738,763,1
25/11-19 SR,Skade Fm. Top,-738,763,1
25/11-2,ROGALAND GP. Top,-1690,1699,1
25/11-2,Balder Fm. Top,-1690,1699,1
25/11-2,Balder Fm. Top,-1725,1734,2
25/11-2,Sele Fm. Top,-1756,1765,1
25/11-2,Sele Fm. Top,-1808,1817,2
25/11-2,Intra Balder Fm. Sst. Top,-1718,1727,1
25/11-2,NORDLAND GP. Top,-131,140,1
25/11-2,Utsira Fm. Top,-573,582,1
25/11-2,HORDALAND GP. Top,-738,747,1
25/11-2,Skade Fm. Top,-738,747,2
25/11-2,Skade Fm. Top,-988,997,3
25/11-2,Skade Fm. Top,-1077,1086,1
25/11-20,SHETLAND GP. Top,-1740.68,1767,1
25/11-20,Ekofisk Fm. Top,-1740.68,1767,1
25/11-20,Tor Fm. Top,-1750.68,1777,1
25/11-20,ROGALAND GP. Top,-1625.75,1652,1
25/11-20,Balder Fm. Top,-1625.75,1652,1
25/11-20,Lista Fm. Top,-1645.74,1672,1
25/11-20,Sele Fm. Top,-1638.74,1665,1
25/11-20,Vaale Fm. Top,-1734.69,1761,1
25/11-20,NORDLAND GP. Top,-122,148,1
25/11-20,Utsira Fm. Top,-742.98,769,1
25/11-20,HORDALAND GP. Top,-864.97,891,1
25/11-20,Skade Fm. Top,-864.97,891,1
25/11-21 A,Skade Mb. Top,-928.92,955,1
25/11-21 A,ROGALAND GP. Top,-1651.62,1736,1
25/11-21 A,Balder Fm. Top,-1651.62,1736,1
25/11-21 A,Heimdal Fm. Top,-1898.15,2713,1
25/11-21 A,Lista Fm. Top,-1950.3,2968,1
25/11-21 A,Sele Fm. Top,-1657.25,1745,1
25/11-21 A,NORDLAND GP. Top,-129,155,1
25/11-21 A,HORDALAND GP. Top,-769.93,796,1
25/11-21 AT2,ROGALAND GP. Top,-1651.62,1736,1
25/11-21 AT2,Balder Fm. Top,-1651.62,1736,1
25/11-21 AT2,Heimdal Fm. Top,-1705.89,1838,1
25/11-21 AT2,Heimdal Fm. Top,-1749.2,2630,2
25/11-21 AT2,Heimdal Fm. Top,-1749.19,2640,3
25/11-21 AT2,Heimdal Fm. Top,-1749.21,2652,4
25/11-21 AT2,Heimdal Fm. Top,-1749.22,2713,5
25/11-21 AT2,Lista Fm. Top,-1664.34,1757,1
25/11-21 AT2,Lista Fm. Top,-1749.21,2628,2
25/11-21 AT2,Lista Fm. Top,-1749.2,2633,3
25/11-21 AT2,Lista Fm. Top,-1749.19,2645,4
25/11-21 AT2,Lista Fm. Top,-1749.21,2710,5
25/11-21 AT2,Lista Fm. Top,-1765.85,2968,6
25/11-21 AT2,Sele Fm. Top,-1657.25,1745,1
25/11-21 AT2,NORDLAND GP. Top,-129,155,1
25/11-21 AT2,HORDALAND GP. Top,-769.93,796,1
25/11-21 AT2,Skade Fm. Top,-769.93,796,5
25/11-21 AT2,Skade Fm. Top,-898.92,925,6
25/11-21 AT2,Skade Fm. Top,-928.92,955,7
25/11-21 AT2,Skade Fm. Top,-973.92,1000,1
25/11-21 AT2,Skade Fm. Top,-1047.87,1074,2
25/11-21 AT2,Skade Fm. Top,-1075.77,1102,3
25/11-21 AT2,Skade Fm. Top,-1192.57,1221,4
25/11-21 S,SHETLAND GP. Top,-1819.78,1908,1
25/11-21 S,Ekofisk Fm. Top,-1819.78,1908,1
25/11-21 S,Hod Fm. Top,-1854.52,1947,1
25/11-21 S,Tor Fm. Top,-1838.51,1929,1
25/11-21 S,ROGALAND GP. Top,-1652.09,1723,1
25/11-21 S,Balder Fm. Top,-1652.09,1723,1
25/11-21 S,Heimdal Fm. Top,-1711.26,1788,1
25/11-21 S,Lista Fm. Top,-1672.09,1745,1
25/11-21 S,Lista Fm. Top,-1791.01,1876,2
25/11-21 S,Sele Fm. Top,-1662.08,1734,1
25/11-21 S,Vaale Fm. Top,-1803.62,1890,1
25/11-21 S,NORDLAND GP. Top,-129,155,1
25/11-21 S,Utsira Fm. Top,-621.94,648,1
25/11-21 S,HORDALAND GP. Top,-769.93,796,1
25/11-21 S,Skade Fm. Top,-769.93,796,1
25/11-22,SHETLAND GP. Top,-1751.24,1774,1
25/11-22,Ekofisk Fm. Top,-1751.24,1774,1
25/11-22,Tor Fm. Top,-1762.23,1785,1
25/11-22,ROGALAND GP. Top,-1654.29,1677,1
25/11-22,Balder Fm. Top,-1654.29,1677,1
25/11-22,Lista Fm. Top,-1669.28,1692,1
25/11-22,Sele Fm. Top,-1663.28,1686,1
25/11-22,Vaale Fm. Top,-1746.24,1769,1
25/11-22,NORDLAND GP. Top,-123,145,1
25/11-22,Utsira Fm. Top,-691.73,714,1
25/11-22,HORDALAND GP. Top,-822.7,845,1
25/11-22,Skade Fm. Top,-822.7,845,1
25/11-23,Statfjord Fm. Top,-1949.89,1975,1
25/11-23,SHETLAND GP. Top,-1945.89,1971,1
25/11-23,Ekofisk Fm. Top,-1945.89,1971,1
25/11-23,ROGALAND GP. Top,-1673.89,1699,1
25/11-23,Balder Fm. Top,-1673.89,1699,1
25/11-23,Balder Fm. Top,-1738.89,1764,2
25/11-23,Heimdal Fm. Top,-1873.89,1899,1
25/11-23,Heimdal Fm. Top,-1919.89,1945,2
25/11-23,Lista Fm. Top,-1840.89,1866,1
25/11-23,Lista Fm. Top,-1883.89,1909,2
25/11-23,Sele Fm. Top,-1756.89,1782,1
25/11-23,Sele Fm. Top,-1778.89,1804,2
25/11-23,Sele Fm. Top,-1838.89,1864,3
25/11-23,Intra Balder Fm. Sst. Top,-1726.89,1752,1
25/11-23,NORDLAND GP. Top,-125,150,1
25/11-23,Utsira Fm. Top,-515.97,541,1
25/11-23,HORDALAND GP. Top,-704.97,730,1
25/11-23,Skade Fm. Top,-704.97,730,1
25/11-24,Grid Fm. Top,-1503.92,1530,1
25/11-24,Statfjord Fm. Top,-2002.9,2029,1
25/11-24,VIKING GP. Top,-1996.9,2023,1
25/11-24,Draupne Fm. Top,-1996.9,2023,1
25/11-24,CROMER KNOLL GP. Top,-1970.91,1997,1
25/11-24,Roedby Fm. Top,-1970.91,1997,1
25/11-24,Sola Fm. Top,-1976.91,2003,1
25/11-24,Aasgard Fm. Top,-1988.9,2015,1
25/11-24,SHETLAND GP. Top,-1933.91,1960,1
25/11-24,Tor Fm. Top,-1933.91,1960,1
25/11-24,ROGALAND GP. Top,-1691.91,1718,1
25/11-24,Balder Fm. Top,-1691.91,1718,1
25/11-24,Heimdal Fm. Top,-1761.91,1788,1
25/11-24,Lista Fm. Top,-1731.91,1758,1
25/11-24,Lista Fm. Top,-1900.91,1927,2
25/11-24,Sele Fm. Top,-1714.91,1741,1
25/11-24,Vaale Fm. Top,-1917.91,1944,1
25/11-24,NORDLAND GP. Top,-114,140,1
25/11-24,Utsira Fm. Top,-696.99,723,1
25/11-24,HORDALAND GP. Top,-814.99,841,1
25/11-24,Skade Fm. Top,-814.99,841,3
25/11-24,Skade Fm. Top,-1173.96,1200,1
25/11-24,Skade Fm. Top,-1317.94,1344,2
25/11-25 A,Grid Fm. Top,-1512.26,1637,1
25/11-25 A,Statfjord Fm. Top,-1979.9,2372,1
25/11-25 A,VIKING GP. Top,-1973.14,2362,1
25/11-25 A,Draupne Fm. Top,-1973.14,2362,1
25/11-25 A,CROMER KNOLL GP. Top,-1938.37,2310,1
25/11-25 A,SHETLAND GP. Top,-1911.64,2269,1
25/11-25 A,Hod Fm. Top,-1931.82,2300,1
25/11-25 A,Tor Fm. Top,-1911.64,2269,1
25/11-25 A,ROGALAND GP. Top,-1716.19,1957,1
25/11-25 A,Balder Fm. Top,-1716.19,1957,1
25/11-25 A,Heimdal Fm. Top,-1860.7,2190,1
25/11-25 A,Lista Fm. Top,-1855.6,2182,1
25/11-25 A,Lista Fm. Top,-1886.38,2230,2
25/11-25 A,Sele Fm. Top,-1781.81,2063,1
25/11-25 A,Sele Fm. Top,-1846.17,2167,2
25/11-25 A,Vaale Fm. Top,-1906.45,2261,1
25/11-25 A,NORDLAND GP. Top,-125,151,1
25/11-25 A,Utsira Fm. Top,-639.98,666,1
25/11-25 A,HORDALAND GP. Top,-787.98,814,1
25/11-25 A,Skade Fm. Top,-787.98,814,1
25/11-25 S,Grid Fm. Top,-1498.15,1648,1
25/11-25 S,ROGALAND GP. Top,-1711.44,1999,1
25/11-25 S,Balder Fm. Top,-1711.44,1999,1
25/11-25 S,Balder Fm. Top,-1766.89,2087,2
25/11-25 S,Lista Fm. Top,-1787.36,2118,1
25/11-25 S,Sele Fm. Top,-1781.3,2109,1
25/11-25 S,Intra Balder Fm. Sst. Top,-1740.36,2045,1
25/11-25 S,NORDLAND GP. Top,-125,151,1
25/11-25 S,Utsira Fm. Top,-639.98,666,1
25/11-25 S,HORDALAND GP. Top,-787.98,814,1
25/11-25 S,Skade Fm. Top,-787.98,814,1
25/11-26,Statfjord Fm. Top,-2162,2184,1
25/11-26,VIKING GP. Top,-2109,2131,1
25/11-26,Draupne Fm. Top,-2109,2131,1
25/11-26,Heather Fm. Top,-2142,2164,1
25/11-26,CROMER KNOLL GP. Top,-1998,2020,1
25/11-26,Roedby Fm. Top,-1998,2020,1
25/11-26,Sola Fm. Top,-2030,2052,1
25/11-26,Aasgard Fm. Top,-2062,2084,1
25/11-26,DUNLIN GP. Top,-2145,2167,1
25/11-26,SHETLAND GP. Top,-1820,1842,1
25/11-26,Blodoeks Fm. Top,-1908,1930,1
25/11-26,Hidra Fm. Top,-1939,1961,1
25/11-26,Hod Fm. Top,-1880,1902,1
25/11-26,Tor Fm. Top,-1820,1842,1
25/11-26,ROGALAND GP. Top,-1725,1747,1
25/11-26,Balder Fm. Top,-1725,1747,1
25/11-26,Lista Fm. Top,-1747,1769,1
25/11-26,Sele Fm. Top,-1743,1765,1
25/11-26,Vaale Fm. Top,-1816,1838,1
25/11-26,NORDLAND GP. Top,-130,152,1
25/11-26,Utsira Fm. Top,-831,853,1
25/11-26,HORDALAND GP. Top,-1015,1037,1
25/11-26,Skade Fm. Top,-1098,1120,1
25/11-27,SHETLAND GP. Top,-1816.88,1842,1
25/11-27,Ekofisk Fm. Top,-1816.88,1842,1
25/11-27,Tor Fm. Top,-1825.88,1851,1
25/11-27,ROGALAND GP. Top,-1675.88,1701,1
25/11-27,Balder Fm. Top,-1675.88,1701,1
25/11-27,Heimdal Fm. Top,-1717.88,1743,1
25/11-27,Lista Fm. Top,-1704.88,1730,1
25/11-27,Lista Fm. Top,-1779.88,1805,2
25/11-27,Vaale Fm. Top,-1812.88,1838,1
25/11-27,NORDLAND GP. Top,-128,153,1
25/11-27,Utsira Fm. Top,-770,795,1
25/11-27,HORDALAND GP. Top,-957.97,983,1
25/11-27,Skade Fm. Top,-1039.94,1065,1
25/11-28,ROTLIEGENDES GP. Top,-2190.23,2229,1
25/11-28,Grid Fm. Top,-1487.74,1520,1
25/11-28,Statfjord Fm. Top,-1968.29,2005,1
25/11-28,HEGRE GP. Top,-2108.98,2147,1
25/11-28,VIKING GP. Top,-1947.48,1984,1
25/11-28,Draupne Fm. Top,-1947.48,1984,1
25/11-28,CROMER KNOLL GP. Top,-1923.7,1960,1
25/11-28,Roedby Fm. Top,-1923.7,1960,1
25/11-28,Aasgard Fm. Top,-1938.56,1975,1
25/11-28,SHETLAND GP. Top,-1889.02,1925,1
25/11-28,Hod Fm. Top,-1915.77,1952,1
25/11-28,Tor Fm. Top,-1889.02,1925,1
25/11-28,ROGALAND GP. Top,-1729.5,1764,1
25/11-28,Balder Fm. Top,-1729.5,1764,1
25/11-28,Lista Fm. Top,-1788.95,1824,1
25/11-28,Sele Fm. Top,-1744.36,1779,1
25/11-28,Vaale Fm. Top,-1881.09,1917,1
25/11-28,NORDLAND GP. Top,-117.98,143,1
25/11-28,Utsira Fm. Top,-713.81,739,1
25/11-28,HORDALAND GP. Top,-764.46,790,1
25/11-28,Skade Fm. Top,-836.79,863,2
25/11-28,Skade Fm. Top,-1046.84,1075,1
25/11-28,BASEMENT Top,-2532.05,2574,1
25/11-3,SHETLAND GP. Top,-1843,1852,1
25/11-3,Ekofisk Fm. Top,-1843,1852,1
25/11-3,ROGALAND GP. Top,-1702,1711,1
25/11-3,Balder Fm. Top,-1702,1711,1
25/11-3,Heimdal Fm. Top,-1773,1782,1
25/11-3,Lista Fm. Top,-1748,1757,1
25/11-3,Lista Fm. Top,-1774,1783,2
25/11-3,Sele Fm. Top,-1738,1747,1
25/11-3,Ty Fm. Top,-1815,1824,1
25/11-3,Vaale Fm. Top,-1808,1817,1
25/11-3,Vaale Fm. Top,-1835,1844,2
25/11-3,NORDLAND GP. Top,-128,137,1
25/11-3,Utsira Fm. Top,-613,622,1
25/11-3,HORDALAND GP. Top,-763,772,1
25/11-3,Skade Fm. Top,-763,772,2
25/11-3,Skade Fm. Top,-994,1003,1
25/11-4,SHETLAND GP. Top,-1865,1874,1
25/11-4,Ekofisk Fm. Top,-1865,1874,1
25/11-4,ROGALAND GP. Top,-1686,1695,1
25/11-4,Balder Fm. Top,-1686,1695,1
25/11-4,Balder Fm. Top,-1733,1742,2
25/11-4,Lista Fm. Top,-1811,1820,1
25/11-4,Sele Fm. Top,-1767,1776,1
25/11-4,Sele Fm. Top,-1807,1816,2
25/11-4,Intra Balder Fm. Sst. Top,-1731,1740,1
25/11-4,NORDLAND GP. Top,-128,137,1
25/11-4,Utsira Fm. Top,-627,636,1
25/11-4,HORDALAND GP. Top,-783,792,1
25/11-4,Skade Fm. Top,-783,792,1
25/11-5,Statfjord Fm. Top,-1931,1955,1
25/11-5,VIKING GP. Top,-1926,1950,1
25/11-5,Draupne Fm. Top,-1926,1950,1
25/11-5,CROMER KNOLL GP. Top,-1911,1935,1
25/11-5,SHETLAND GP. Top,-1893,1917,1
25/11-5,ROGALAND GP. Top,-1637,1661,1
25/11-5,Balder Fm. Top,-1637,1661,1
25/11-5,Balder Fm. Top,-1677,1701,2
25/11-5,Heimdal Fm. Top,-1774,1798,1
25/11-5,Lista Fm. Top,-1749,1773,1
25/11-5,Lista Fm. Top,-1849,1873,2
25/11-5,Sele Fm. Top,-1700,1724,1
25/11-5,Sele Fm. Top,-1747,1771,2
25/11-5,Intra Balder Fm. Sst. Top,-1674,1698,1
25/11-5,NORDLAND GP. Top,-123,147,1
25/11-5,Utsira Fm. Top,-557,581,1
25/11-5,HORDALAND GP. Top,-735,759,1
25/11-5,Skade Fm. Top,-735,759,1
25/11-6,Grid Fm. Top,-1436.84,1462,1
25/11-6,CROMER KNOLL GP. Top,-1905.93,1932,1
25/11-6,SHETLAND GP. Top,-1877,1903,1
25/11-6,Ekofisk Fm. Top,-1877,1903,1
25/11-6,Tor Fm. Top,-1881.99,1908,1
25/11-6,ROGALAND GP. Top,-1620.6,1646,1
25/11-6,Balder Fm. Top,-1620.6,1646,1
25/11-6,Balder Fm. Top,-1646.56,1672,2
25/11-6,Heimdal Fm. Top,-1692.46,1718,1
25/11-6,Lista Fm. Top,-1676.5,1702,1
25/11-6,Lista Fm. Top,-1822.14,1848,2
25/11-6,Sele Fm. Top,-1662.53,1688,1
25/11-6,Ty Fm. Top,-1851.07,1877,1
25/11-6,Vaale Fm. Top,-1838.1,1864,1
25/11-6,Intra Balder Fm. Sst. Top,-1638.57,1664,1
25/11-6,NORDLAND GP. Top,-126,151,1
25/11-6,Utsira Fm. Top,-582.97,608,1
25/11-6,HORDALAND GP. Top,-726.95,752,1
25/11-6,Skade Fm. Top,-726.95,752,2
25/11-6,Skade Fm. Top,-1054.93,1080,1
25/11-7,SHETLAND GP. Top,-1895.82,1921,1
25/11-7,Ekofisk Fm. Top,-1895.82,1921,1
25/11-7,Tor Fm. Top,-1904.81,1930,1
25/11-7,ROGALAND GP. Top,-1641.88,1667,1
25/11-7,Balder Fm. Top,-1641.88,1667,1
25/11-7,Balder Fm. Top,-1671.87,1697,2
25/11-7,Heimdal Fm. Top,-1725.86,1751,1
25/11-7,Heimdal Fm. Top,-1836.83,1862,2
25/11-7,Lista Fm. Top,-1690.87,1716,1
25/11-7,Lista Fm. Top,-1824.83,1850,2
25/11-7,Lista Fm. Top,-1849.83,1875,3
25/11-7,Sele Fm. Top,-1685.87,1711,1
25/11-7,Vaale Fm. Top,-1892.82,1918,1
25/11-7,Intra Balder Fm. Sst. Top,-1652.88,1678,1
25/11-7,Intra Balder Fm. Sst. Top,-1675.87,1701,2
25/11-7,NORDLAND GP. Top,-124,149,1
25/11-7,Utsira Fm. Top,-572.96,598,1
25/11-7,HORDALAND GP. Top,-741.95,767,1
25/11-7,Skade Fm. Top,-741.95,767,2
25/11-7,Skade Fm. Top,-934.94,960,3
25/11-7,Skade Fm. Top,-1029.94,1055,1
25/11-8,SHETLAND GP. Top,-1899.04,1925,1
25/11-8,Ekofisk Fm. Top,-1899.04,1925,1
25/11-8,ROGALAND GP. Top,-1629.61,1655,1
25/11-8,Balder Fm. Top,-1629.61,1655,1
25/11-8,Balder Fm. Top,-1651.58,1677,2
25/11-8,Balder Fm. Top,-1672.55,1698,3
25/11-8,Heimdal Fm. Top,-1696.52,1722,1
25/11-8,Lista Fm. Top,-1686.54,1712,1
25/11-8,Lista Fm. Top,-1869.12,1895,2
25/11-8,Sele Fm. Top,-1673.55,1699,1
25/11-8,Vaale Fm. Top,-1889.06,1915,1
25/11-8,Intra Balder Fm. Sst. Top,-1649.59,1675,1
25/11-8,Intra Balder Fm. Sst. Top,-1667.56,1693,2
25/11-8,NORDLAND GP. Top,-126,151,1
25/11-8,Utsira Fm. Top,-560,585,1
25/11-8,HORDALAND GP. Top,-724.99,750,1
25/11-8,Skade Fm. Top,-724.99,750,2
25/11-8,Skade Fm. Top,-922.99,948,3
25/11-8,Skade Fm. Top,-1023.98,1049,1
25/11-9,SHETLAND GP. Top,-1861.75,1887,1
25/11-9,Ekofisk Fm. Top,-1861.75,1887,1
25/11-9,Tor Fm. Top,-1876.74,1902,1
25/11-9,ROGALAND GP. Top,-1644.93,1670,1
25/11-9,Balder Fm. Top,-1644.93,1670,1
25/11-9,Balder Fm. Top,-1715.89,1741,2
25/11-9,Heimdal Fm. Top,-1829.79,1855,1
25/11-9,Lista Fm. Top,-1799.82,1825,1
25/11-9,Lista Fm. Top,-1837.78,1863,2
25/11-9,Sele Fm. Top,-1742.87,1768,1
25/11-9,Sele Fm. Top,-1757.86,1783,2
25/11-9,Sele Fm. Top,-1792.83,1818,3
25/11-9,Vaale Fm. Top,-1856.76,1882,1
25/11-9,Intra Balder Fm. Sst. Top,-1687.91,1713,1
25/11-9,NORDLAND GP. Top,-126,151,1
25/11-9,Utsira Fm. Top,-594.99,620,1
25/11-9,HORDALAND GP. Top,-744.99,770,1
25/11-9,Skade Fm. Top,-744.99,770,4
25/11-9,Skade Fm. Top,-974.99,1000,1
25/11-9,Skade Fm. Top,-1014.99,1040,2
25/11-9,Skade Fm. Top,-1051.99,1077,3
25/12-1,VIKING GP. Top,-2152.9,2187,1
25/12-1,Draupne Fm. Top,-2152.9,2187,1
25/12-1,CROMER KNOLL GP. Top,-1873.9,1908,1
25/12-1,VESTLAND GP. Top,-2209.9,2244,1
25/12-1,SHETLAND GP. Top,-1562.9,1597,1
25/12-1,Hod Fm. Top,-1672.9,1707,1
25/12-1,Tor Fm. Top,-1562.9,1597,1
25/12-1,ROGALAND GP. Top,-1422.9,1457,1
25/12-1,Balder Fm. Top,-1422.9,1457,1
25/12-1,Lista Fm. Top,-1532.9,1567,1
25/12-1,Sele Fm. Top,-1465.9,1500,1
25/12-1,NORDLAND GP. Top,-134.9,169,1
25/12-1,HORDALAND GP. Top,-867.9,902,1
25/2-1,Grid Fm. Top,-1400,1424,1
25/2-1,SHETLAND GP. Top,-2629,2653,1
25/2-1,ROGALAND GP. Top,-2011,2035,1
25/2-1,Balder Fm. Top,-2122,2146,1
25/2-1,Lista Fm. Top,-2336,2360,1
25/2-1,Hardraade Fm. Top,-2629,2653,1
25/2-1,Ty Fm. Top,-2514,2538,1
25/2-1,Ty Fm. Top,-2533,2557,2
25/2-1,Vaale Fm. Top,-2361,2385,1
25/2-1,Vaale Fm. Top,-2528,2552,2
25/2-1,Intra Balder Fm. Sst. Top,-2011,2035,1
25/2-1,NORDLAND GP. Top,-103,127,1
25/2-1,Utsira Fm. Top,-789,813,1
25/2-1,HORDALAND GP. Top,-997,1021,1
25/2-1,Frigg Fm. Top,-1891,1915,1
25/2-1,Skade Fm. Top,-1061,1085,1
25/2-10 S,Ty Mb. Top,-2790,2811,1
25/2-10 S,Skade Mb. Top,-609,630,1
25/2-10 S,Grid Mb. Top,-1711,1732,1
25/2-10 S,SHETLAND GP. Top,-2918,2939,1
25/2-10 S,Ekofisk Fm. Top,-2918,2939,1
25/2-10 S,ROGALAND GP. Top,-2480,2501,1
25/2-10 S,Balder Fm. Top,-2627,2648,1
25/2-10 S,Lista Fm. Top,-2718,2739,1
25/2-10 S,Sele Fm. Top,-2674,2695,1
25/2-10 S,Vaale Fm. Top,-2891,2912,1
25/2-10 S,Intra Balder Fm. Sst. Top,-2640,2661,1
25/2-10 S,NORDLAND GP. Top,-120,141,1
25/2-10 S,Utsira Fm. Top,-454,475,1
25/2-10 S,HORDALAND GP. Top,-609,630,1
25/2-10 S,Frigg Fm. Top,-2209,2230,1
25/2-10 SR,Grid Fm. Top,-1707,1732,1
25/2-10 SR,SHETLAND GP. Top,-2914,2939,1
25/2-10 SR,Ekofisk Fm. Top,-2914,2939,1
25/2-10 SR,ROGALAND GP. Top,-2476,2501,1
25/2-10 SR,Balder Fm. Top,-2476,2501,1
25/2-10 SR,Balder Fm. Top,-2623,2648,2
25/2-10 SR,Lista Fm. Top,-2714,2739,1
25/2-10 SR,Sele Fm. Top,-2670,2695,1
25/2-10 SR,Ty Fm. Top,-2786,2811,1
25/2-10 SR,Vaale Fm. Top,-2887,2912,1
25/2-10 SR,Intra Balder Fm. Sst. Top,-2554,2579,1
25/2-10 SR,Intra Balder Fm. Sst. Top,-2636,2661,2
25/2-10 SR,NORDLAND GP. Top,-116,141,1
25/2-10 SR,Utsira Fm. Top,-450,475,1
25/2-10 SR,HORDALAND GP. Top,-605,630,1
25/2-10 SR,Frigg Fm. Top,-2205,2230,1
25/2-10 SR,Skade Fm. Top,-605,630,1
25/2-11 T2,NORDLAND GP. Top,-118,143,1
25/2-11 T2,Utsira Fm. Top,-451,476,1
25/2-11 T2,HORDALAND GP. Top,-1000,1025,1
25/2-11 T2,Frigg Fm. Top,-1925,1950,1
25/2-11 T2,Skade Fm. Top,-1021,1046,1
25/2-12,Grid Fm. Top,-1188,1210,1
25/2-12,Grid Fm. Top,-1405,1427,2
25/2-12,Statfjord Fm. Top,-3968,3990,1
25/2-12,VIKING GP. Top,-3592,3614,1
25/2-12,Draupne Fm. Top,-3592,3614,1
25/2-12,Heather Fm. Top,-3612,3634,1
25/2-12,CROMER KNOLL GP. Top,-3584,3606,1
25/2-12,Roedby Fm. Top,-3584,3606,1
25/2-12,DUNLIN GP. Top,-3778,3800,1
25/2-12,Amundsen Fm. Top,-3854,3876,1
25/2-12,Cook Fm. Top,-3778,3800,1
25/2-12,VESTLAND GP. Top,-3664,3686,1
25/2-12,Hugin Fm. Top,-3664,3686,1
25/2-12,Sleipner Fm. Top,-3691,3713,1
25/2-12,SHETLAND GP. Top,-2600,2622,1
25/2-12,Blodoeks Fm. Top,-3528,3550,1
25/2-12,Kyrre Fm. Top,-2828,2850,1
25/2-12,Svarte Fm. Top,-3550,3572,1
25/2-12,Tryggvason Fm. Top,-3311,3333,1
25/2-12,ROGALAND GP. Top,-2147,2169,1
25/2-12,Balder Fm. Top,-2147,2169,1
25/2-12,Lista Fm. Top,-2397,2419,1
25/2-12,Hardraade Fm. Top,-2600,2622,1
25/2-12,Sele Fm. Top,-2264,2286,1
